"handle","name","content","replies","retweets","favorite","unix_timestamp","date","url","search_url","hashtags"
"@xolaniXnkosi","Xolani X Nkosi 🇿🇦","#ChrisExcel Came and scored 5 goals and #Samke Scored 2 own goals so now the score is 1-1 but Chris is leading with goal difference so now Chris is number 1 in the league!","0","1","4","1655939627000","22 Jun 2022","xolaniXnkosi/status/1539748515609546753","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ChrisExcel | Samke"
"@itu_nadia","ITUMELENG🕯️🌊","This was 2021-31-Aug @rhadebeliihle predicted this. Its happening. Masks off! #masks #RamaphosaMustGo #Ramaphosa #chrisexcel #blem #samke #zuma #round2 #joephaahla https://t.co/oFsXMtbH3s","0","4","15","1655967622000","23 Jun 2022","itu_nadia/status/1539865934046924802","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","masks | RamaphosaMustGo | Ramaphosa | chrisexcel | blem | samke | zuma | round2 | joephaahla"
"@SetroAmake","SETRO AMAKE","You have to know the struggle is a gift , Use it wisely 🙏 #ChrisExcel #Xoli #Matenas #MHOWABADIMO #earthquake #Americanpie #fearwomen #MrSmeg","0","0","0","1655915181000","22 Jun 2022","SetroAmake/status/1539645979632312320","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ChrisExcel | Xoli | Matenas | MHOWABADIMO | earthquake | Americanpie | fearwomen | MrSmeg"
"@ChrisExcel","Chris","Dave is picking up job from Mike's copy","0","0","0","1236786598000","11 Mar 2009","ChrisExcel/status/1311149586","https://twitter.com/chrisExcel?lang=en",""
"@mfanafu14890184","mfanafuthi","Who won the twar between Samke and Chris Excel? #Samke #ChrisExcel #MrSmeg #IncaseYouMissedIt https://t.co/FIVrjVPC3c #OperaNewsHub","0","0","0","1656000792000","23 Jun 2022","mfanafu14890184/status/1540005059521568769","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","Samke | ChrisExcel | MrSmeg | IncaseYouMissedIt | OperaNewsHub"
"@_AudioMaestro","Audio Maestro","Chris Excel must just give us the video. The suspension is too much 😅😂😅 #Round2 #ChrisExcel https://t.co/CneAQvEZ3A","0","0","6","1655922406000","22 Jun 2022","_AudioMaestro/status/1539676282358796294","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","Round2 | ChrisExcel"
"@sihle_ted","Sihle Ted Mashile","The is no coming back from this one Mr President. #ChrisExcel","0","0","0","1655902222000","22 Jun 2022","sihle_ted/status/1539591623859912704","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ChrisExcel"
"@MaleselaTefo","Man’s NOT Adv Malesela Teffo","I have just bey reliable informed that #ChrisExcel is a porn star.","0","0","0","1656482763000","29 Jun 2022","MaleselaTefo/status/1542026592066600961","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ChrisExcel"
"@ChrisExcel","Chris","Just approved lawn doctor ryopbvi proof","0","0","0","1236784269000","11 Mar 2009","ChrisExcel/status/1310963194","https://twitter.com/chrisExcel?lang=en",""
"@TeMz_031","ZodiYe 🦍","Check out a short clip from my upcoming tape #PiecesOfMe and please follow🤗❤️🙏 #DroppingFriday #ChrisExcel #hiphop #Twar https://t.co/WoN1P837AP","0","0","2","1655891541000","22 Jun 2022","TeMz_031/status/1539546826659049477","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","PiecesOfMe | DroppingFriday | ChrisExcel | hiphop | Twar"
"@ChrisExcel","Chris","There's an existing bcc hus select list but it's 13000+ records. Arlo said to cut off at 9,000 a distribution report would help","0","0","0","1236798698000","11 Mar 2009","ChrisExcel/status/1312118209","https://twitter.com/chrisExcel?lang=en",""
"@NellyMsizaSA_","Nelly Msiza","Grandshap la kwa Twitter one must NOT sleep or blink 😭😭😭because wow isgaxa after isgaxa #ChrisExcel","1","1","2","1655972452000","23 Jun 2022","NellyMsizaSA_/status/1539886192380051458","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ChrisExcel"
"@BalagaddeRamos","TRUTH HUB Coach Balagadde Ramos","#JUSTIN: Alfred Schreuder has been unveiled as the new head coach of Ajax! (📸 @AFCAjax ). Chelsea have announced the departure of Marina Granovskaia. @ChelseaFC #ChrisExcel #Dembele #Eriksen https://t.co/FXZGIMm7sa","0","0","2","1655889514000","22 Jun 2022","BalagaddeRamos/status/1539538323672530944","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","JUSTIN | ChrisExcel | Dembele | Eriksen"
"@Fresh_Trendz","Fresh Trendz","Mihlali Ndamase Gets Attacked For Getting Involved In Things That Did Not Concern Her || Kamo Mphela https://t.co/iaGEdQyl1N #Mihlali #Bahumi #ChrisExcel #Mbali #Zinhle #Xoli #LTDWSomizi #Makhadzi #Magear #casspernyovest #Musa #somizi #KayYarms #MacG #PodcastAndChill https://t.co/1dHd2nHQF1","0","0","0","1655919268000","22 Jun 2022","Fresh_Trendz/status/1539663122130419712","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","Mihlali | Bahumi | ChrisExcel | Mbali | Zinhle | Xoli | LTDWSomizi | Makhadzi | Magear | casspernyovest | Musa | somizi | KayYarms | MacG | PodcastAndChill"
"@uCrack3","uCrack⛵🇿🇦","#round2 #Samke #ChrisExcel https://t.co/97uRWa5BYm","1","0","4","1656056468000","24 Jun 2022","uCrack3/status/1540238581888868353","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","round2 | Samke | ChrisExcel"
"@RockkStarr7","girl wa di tattoo","@ChrisExcel102 Azola Tavane Vuka ndoda #ChrisExcel #Samke https://t.co/5aRMP7AfCf","0","0","1","1655874567000","22 Jun 2022","RockkStarr7/status/1539475633872453632","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ChrisExcel | Samke"
"@NgoanaMoPedi","UrsFaithfully","How to turn R100 into R1000 in 3days it's urgent guys 🤦🏽‍♀️🤦🏽‍♀️🧏🏽‍♀️🧏🏽‍♀️ #Samke #ChrisExcel #GomoraMzanzi https://t.co/GBLNzThbLH","1","2","3","1655839749000","21 Jun 2022","NgoanaMoPedi/status/1539329593617924096","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","Samke | ChrisExcel | GomoraMzanzi"
"@MTouch_Off","SupaProducer!","@TimmyAirbourne bona nou 😭😭 and die boy o sa tsena sgela 🤣🤣 https://t.co/sYEUNRi6so","81","87","330","1655882930000","22 Jun 2022","MTouch_Off/status/1539510708982976514","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live",""
"@ChrisExcel","Chris","any horsemen artwork yet? Ryobi is close to booked for rest of week...3/17 deadline is not loookin good.","0","0","0","1236801346000","11 Mar 2009","ChrisExcel/status/1312333086","https://twitter.com/chrisExcel?lang=en",""
"@Buhle_MrsM","Buhle","1 sachet under the tongue in the morning to boost your immune system 💪🍋🍍🥭🍊🧉💯💯. R900 1BOX #Musa #Masks #ChrisExcel #Chiefs #LTDWSomizi #SouthAfrica #ZARA #Nigerians #CBDTwitter #MrKgomo #GomoraMzansi https://t.co/Kh6eFI3Bbj","0","0","0","1655973137000","23 Jun 2022","Buhle_MrsM/status/1539889065683730433","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","Musa | Masks | ChrisExcel | Chiefs | LTDWSomizi | SouthAfrica | ZARA | Nigerians | CBDTwitter | MrKgomo | GomoraMzansi"
"@_TjeeyMiah__5","😎😎MrTea_🛣️_2k📍","Apparently this is what Samke did to #ChrisExcel 😎😎😎 https://t.co/uwbrDYIvyM","0","0","2","1655890958000","22 Jun 2022","_TjeeyMiah__5/status/1539544383061639168","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ChrisExcel"
"@AdvoBarryRoux","Man’s NOT Barry Roux ","DJ Zinhle is a very Beautiful Black woman, with or without makeup. https://t.co/noRGtWxJAx","224","155","3993","1655839290000","21 Jun 2022","AdvoBarryRoux/status/1539327668893655040","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live",""
"@BlvckScvleOle","Montanaville","🚨RELEASE -RELEASE🚨 Ole-Montana🎤 ||☁️SOUNDCLOUD EXCLUSIVE 🔥LINK👇🏾👇🏾 https://t.co/Iwxncaad4W #chrisexcel #ICanWithAbsa #azola #juliualema #CR17BankStatements #rialedwaba #dlozlami #mrsmef #normani #sadio #martial #kanyewest #kanyewest #mathoho #fetchmybody2022 https://t.co/1WsLP0C9gR","0","1","1","1655879107000","22 Jun 2022","BlvckScvleOle/status/1539494673818992640","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","chrisexcel | ICanWithAbsa | azola | juliualema | CR17BankStatements | rialedwaba | dlozlami | mrsmef | normani | sadio | martial | kanyewest | kanyewest | mathoho | fetchmybody2022"
"@NeoxWarrior","Neo 🧚🏽‍♀️","I’m a Designer Alkaline Water distributor based in Ruimsig / Little Falls, Roodepoort. Place your order with me today! ❤️💦 (sales are only per case, no units) https://t.co/ipTRjcu66A","3","24","32","1654882490000","10 Jun 2022","NeoxWarrior/status/1535314560973938689","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live",""
"@HopeSA666","Men Gogo","The only thing that I like about @ChrisExcel102 He's a Mature Guy, he understand that this is just Social media no need to be Personal. Whatever S*x video he has for Samke he won't post it. God Bless This King #ChrisExcel 👌💪","0","0","1","1655971851000","23 Jun 2022","HopeSA666/status/1539883670911258624","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ChrisExcel"
"@aluoney_m","Aluwani Mashau","For your evacuation needs this month end look no further. Ramaphosa Economy favourable prices. Gauteng - Pretoria, Centurion, Midrand, et al. #chrisexcel #samke https://t.co/MeVJAgwMdI","0","0","3","1655844208000","21 Jun 2022","aluoney_m/status/1539348299408351232","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","chrisexcel | samke"
"@Just__Pet","Real Chris","I apologise to everyone I have hurt in the past. Equestrian that we kindly keep my gf and my baby off social media. #Brendafassie #blackcoffee #ChrisExcel","0","0","0","1655885660000","22 Jun 2022","Just__Pet/status/1539522161240580096","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","Brendafassie | blackcoffee | ChrisExcel"
"@Mancinza59","Siya","#ChrisExcel my girl awungizamele imali lapho.","0","0","0","1656447277000","28 Jun 2022","Mancinza59/status/1541877751497609218","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ChrisExcel"
"@Mr_McAwesomeson","Mr_McAwesomeson","Good morning fam💯 It's almost Saturday so I though I should give a young taste of my Project ""EP iMali"" #newmusic #music #hiphop #rap #spotify #artist #producer #rapper #musician #soundcloud #musicproducer #beats #singer #love #trap #youtube #hiphopmusic #unsignedartist https://t.co/hc1BPrZoW3","2","1","7","1655870360000","22 Jun 2022","Mr_McAwesomeson/status/1539457988666212352","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","newmusic | music | hiphop | rap | spotify | artist | producer | rapper | musician | soundcloud | musicproducer | beats | singer | love | trap | youtube | hiphopmusic | unsignedartist"
"@Sirsbonelo_Dee","SirSbonelo Dee","Zazi Zithande Zinakekele #SirSboneloDee #BhutBaeWeVoice #HIVActivist #ChrisExcel #Jungkook #Mphowabadimo #Azola Don't forget to catch me weekdays from 12h00-14h00 on #KasiSekele @eitaradioSA https://t.co/v8PI2r0gI0 https://t.co/UchV6hkos4","1","0","3","1655966403000","23 Jun 2022","Sirsbonelo_Dee/status/1539860822368948225","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","SirSboneloDee | BhutBaeWeVoice | HIVActivist | ChrisExcel | Jungkook | Mphowabadimo | Azola | KasiSekele"
"@coconutThug","cups full of melanin 🇿🇦","Mmusi Maimane is still an agent . #DrMotsoaledi #nota #yeoville #Mamkhize #chrisexcel #azola #Samke #ARV #tinypenis #johnsteenuisen https://t.co/6vJTQJmYwA","0","0","4","1655892261000","22 Jun 2022","coconutThug/status/1539549846973153282","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","DrMotsoaledi | nota | yeoville | Mamkhize | chrisexcel | azola | Samke | ARV | tinypenis | johnsteenuisen"
"@_MaNtulii","Sunflower 🌻","Forever Bright Aloe Vera Toothgel available for R144. To place an order please WhatsApp me on 0720116408 #fearwomen #juliusmalema #RichMnisi #salary #chrisexcel #CR17BankStatements https://t.co/tJPzZgAT7t","0","1","0","1655881532000","22 Jun 2022","_MaNtulii/status/1539504846256087040","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","fearwomen | juliusmalema | RichMnisi | salary | chrisexcel | CR17BankStatements"
"@baxton11429844","_baxton","@JohnsonAwalle Every dog has its day. #chrisexcel","1","1","5","1655846252000","21 Jun 2022","baxton11429844/status/1539356870288330752","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","chrisexcel"
"@KhumaloSanelen","Sanele The Great","..security guards after hearing the masks are no longer mandatory #Masks #ChrisExcel #PhalaPhalaFarmGate IT'S OFFICIAL https://t.co/WEdWLLGiQC","0","2","9","1655972988000","23 Jun 2022","KhumaloSanelen/status/1539888441789489152","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","Masks | ChrisExcel | PhalaPhalaFarmGate"
"@Mesh__T","📀 Mesh 📀","What if these incidents, #EnyobeniTavern and #Samke / #Blem / #ChrisExcel are a spin-off of the #PhalaPhalaFarm #PhalaPhalaGate Don't mind me, I am a conspiracy theorist...","0","0","0","1656357280000","27 Jun 2022","Mesh__T/status/1541500278163357697","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","EnyobeniTavern | Samke | Blem | ChrisExcel | PhalaPhalaFarm | PhalaPhalaGate"
"handle","name","content","replies","retweets","favorite","unix_timestamp","date","url","search_url","hashtags"
"@Reatlegile1st","𝓡𝓮𝓪🦄","#chrisExcel #blem #Round2 #Samke reading from the whole story that Chris posted,I’m not on anyone’s side,but there are people like me who just feel sorry that Samke had to go through the whole thing during her childhood times💔sorry you had to hustle 4 ur own life @NomaguguSamke","1","0","2","1655924037000","22 Jun 2022","Reatlegile1st/status/1539683124019437568","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","chrisExcel | blem | Round2 | Samke"
"@MBCNetworke","MBC Network","Azola Tabane popularly know as Chris Excel on Twitter humiliated by a porn star | #ChrisExcel #AzolaTabane | Number 11 | CR17BankStatements | Lindiwe Sisulu | #fearwomen | Yeoville | #StateCaptureReport | https://t.co/9wgwt5sgFO","0","0","0","1655888248000","22 Jun 2022","MBCNetworke/status/1539533012941021189","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ChrisExcel | AzolaTabane | fearwomen | StateCaptureReport"
"@ChrisExcel","Chris","is there a job ticket and/or product in the building? It doesn't go on the schedule until pieces are here.","0","0","0","1236883770000","12 Mar 2009","ChrisExcel/status/1317536598","https://twitter.com/chrisExcel?lang=en",""
"@PropagandaPTA","Propaganda Pretoria","#PrinceBenza ‘Wampona na’ single launch.Exclusive nights to remember.Home of the good life. Book now ⭐️ 7 STAR FACILITY _ THUR 23 JUNE 2022 🎧@MasterKGsa 🎧@BenzaPrince 🎧@DJCallMe_SA 🎧@mapara_a_jazz 🎧@DjObza_ZA __ #Samke #ChrisExcel #COVID19 #PropagandaPTA #t1flavv https://t.co/e8WrfSHAol","0","8","18","1655969703000","23 Jun 2022","PropagandaPTA/status/1539874663224020993","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","PrinceBenza | Samke | ChrisExcel | COVID19 | PropagandaPTA | t1flavv"
"@ChrisExcel","Chris","any approval/word re: realpro proof/veritable job?","0","0","0","1236801163000","11 Mar 2009","ChrisExcel/status/1312318219","https://twitter.com/chrisExcel?lang=en",""
"@ChrisExcel","Chris","What ""the frick"" is the status on National Bus postcard/metallic ink folks?","0","0","0","1236789074000","11 Mar 2009","ChrisExcel/status/1311352415","https://twitter.com/chrisExcel?lang=en",""
"@Zane_bu","♐ZANE_BU♑","When @ChrisExcel102 (Nozibele) tried to mess with @NomaguguSamke uNozibele was obliterated🤣🤣🤣 Twitter is a wild space. #Samke #Twar #ChrisExcel https://t.co/VyxSMffuZm","0","0","0","1655898069000","22 Jun 2022","Zane_bu/status/1539574208824573953","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","Samke | Twar | ChrisExcel"
"@AnnzoThe1st","Annzo","I enjoyed my birthday 😊🥰🍾 #Chrisexcel https://t.co/FyOtnmaUzR","0","0","3","1655892245000","22 Jun 2022","AnnzoThe1st/status/1539549778635370497","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","Chrisexcel"
"@press9919","REP🅾️RTER","We need people like in this country, shoot to kill, and eliminate criminals as soon as possible! #round2 #Chrisexcel #earthquake #Matenas #StateCaptureReport https://t.co/mSZpsYMcEj","2","2","17","1655956726000","23 Jun 2022","press9919/status/1539820233917190145","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","round2 | Chrisexcel | earthquake | Matenas | StateCaptureReport"
"@ChrisExcel102","ChrisExcel","Under the power vested on me by the Black Twitter Constitution I hereby declare round 2!! gathered information Your favourite pornster and the side she doesn’t want the public to know about her https://t.co/yzUbC6N4V8","1636","1626","7886","1655913683000","22 Jun 2022","ChrisExcel102/status/1539639696774529024","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live",""
"@X_Heights","Malcolm","#Samke #ChrisExcel #Blem honestly ANC is busy with #StateCaptureReport #StateCapture #PhalaPhalaFarmGate #PhalaPhalaFarm yet young people are swimming in unemployment #ThePopeOfPopCulture https://t.co/24XlIgq221","0","0","0","1655930846000","22 Jun 2022","X_Heights/status/1539711684188803072","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","Samke | ChrisExcel | Blem | StateCaptureReport | StateCapture | PhalaPhalaFarmGate | PhalaPhalaFarm | ThePopeOfPopCulture"
"@thebiggirlcheck","Mims","Can you move out before the lease has expired if you have valid reasons? #Bahumi #matennas #ChrisExcel","1","0","0","1655918470000","22 Jun 2022","thebiggirlcheck/status/1539659774752886784","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","Bahumi | matennas | ChrisExcel"
"@LeshMou","Mosa Leshilo","Even the most unexpected person can stab you in the back. #Nota #Salary #ChrisExcel #JuliusMalema https://t.co/Ujyp8hSOkS","0","1","0","1655891224000","22 Jun 2022","LeshMou/status/1539545497408622593","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","Nota | Salary | ChrisExcel | JuliusMalema"
"@SSpambz","Sibo Spambz","Le weather yakuthola ungekho approved for finance ye moto socula ama Gugu kini 🥶 #musa #round2 #fraser #chrisexcel #masks","0","0","0","1655965516000","23 Jun 2022","SSpambz/status/1539857100968435714","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","musa | round2 | fraser | chrisexcel | masks"
"@LatestNewsIntl","Latest News Channel","NPA confident in the Gupta’s extradition.#matenas @#chrisexcel #bahumi #incaseyoumissedit #xoli #loadshedding #albany #statecapturereport #salary https://t.co/D7J5GBCGiV","1","0","0","1655911355000","22 Jun 2022","LatestNewsIntl/status/1539629932678156288","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","matenas | chrisexcel | bahumi | incaseyoumissedit | xoli | loadshedding | albany | statecapturereport | salary"
"@LerekoMotaung","Lereko","Bespoke. Contemporary . High End #ChrisVsSamke #KaizerChiefs #chrisExcel #drMotsoaledi 0765023755 https://t.co/7gKM3v1Y4J","0","0","2","1655901214000","22 Jun 2022","LerekoMotaung/status/1539587399033970688","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ChrisVsSamke | KaizerChiefs | chrisExcel | drMotsoaledi"
"@ChrisExcel","Chris","HUS has new postage statement/amount ... $200 less than estimate!","0","0","0","1236801098000","11 Mar 2009","ChrisExcel/status/1312312838","https://twitter.com/chrisExcel?lang=en",""
"@Tizo_Bati","BATI 🇿🇦","Converted a picture of My Wife & Son in to the morden day version of this Iconic Picture 😊 #Art #Pictures #AskAMan #Mask #PhalaPhalaFarmGate #Amakhosi4Life #Samke #ChrisExcel @KaizerChiefs @ChrisExcel102 @MichaelBucwa #Loadshedding #EFFMarchForJobs #SouthAfrica https://t.co/WKeItqM9Nj","0","0","9","1656065131000","24 Jun 2022","Tizo_Bati/status/1540274914342473735","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","Art | Pictures | AskAMan | Mask | PhalaPhalaFarmGate | Amakhosi4Life | Samke | ChrisExcel | Loadshedding | EFFMarchForJobs | SouthAfrica"
"@ChrisExcel","Chris","HUS Select is an occupant list, I'll delete 250 ""random"" records for deletion.","0","0","0","1236870841000","12 Mar 2009","ChrisExcel/status/1316428907","https://twitter.com/chrisExcel?lang=en",""
"@Jaybo225","Jaybo","So Twitter is Run by Xhosa people in SA. Didn't realize this till now. Shout out to the Xhosa Nation #ChrisExcel #Nomagugu #Thembi #MrSmeg #Samke","0","0","1","1656035296000","24 Jun 2022","Jaybo225/status/1540149778432069632","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ChrisExcel | Nomagugu | Thembi | MrSmeg | Samke"
"@ClickinEntprise","C.E.O 🌦️🌴","How would you feel If someone exposed your HIV status on this bird app #chrisexcel #kyagulanyi #Allan","0","0","1","1655892455000","22 Jun 2022","ClickinEntprise/status/1539550659116146688","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","chrisexcel | kyagulanyi | Allan"
"@ChrisExcel","Chris","Please send me the new names HUS wants added to their list.","0","0","0","1236873661000","12 Mar 2009","ChrisExcel/status/1316670487","https://twitter.com/chrisExcel?lang=en",""
"@jobsplanetSA","JobsplanetSA🇿🇦","#JobSeekersSA #Job #ChrisExcel VACANCY! VACANCY! VACANCY! VACANCY! https://t.co/YJBPs3QuRW","0","0","1","1655889918000","22 Jun 2022","jobsplanetSA/status/1539540018460516353","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","JobSeekersSA | Job | ChrisExcel"
"@MrSTKhumalo","Mr ST Khumalo","Nasty C doing what he's good at! #StateCaptureReport #earthquake #matenas #Chrisexcel https://t.co/3xogGK9kNq","1","5","19","1655916166000","22 Jun 2022","MrSTKhumalo/status/1539650110664998913","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","StateCaptureReport | earthquake | matenas | Chrisexcel"
"@Munaka_Wamani","Mopani Worms 🐛","#chrisexcel #Round2 #matenase #Vendatwitter #VhuvhambadziDrive #DjSbu #MopaniWorms #GirlTalkZA ♥️ https://t.co/S0ZG2AtwwC","1","13","17","1655920427000","22 Jun 2022","Munaka_Wamani/status/1539667981302890496","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","chrisexcel | Round2 | matenase | Vendatwitter | VhuvhambadziDrive | DjSbu | MopaniWorms | GirlTalkZA"
"@Ernestfigo","#KePeba #PutSouthAfricansFirst","""Once You Go Black,You'll Never Go Back"" #Matenas #ChrisExcel #Blem #Samke https://t.co/vCVmyeNbK3","11","29","178","1655982549000","23 Jun 2022","Ernestfigo/status/1539928540753313792","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","Matenas | ChrisExcel | Blem | Samke"
"@MCisana","Azure","Samke, down...Gogo maweni, down 🤣😂 #chrisExcel gogo maweni https://t.co/An4Q5vWFdz","0","0","0","1656359936000","27 Jun 2022","MCisana/status/1541511416875831296","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","chrisExcel"
"@ESA_CelebNews","E-SA","@ESA_CelebNews Pearl Thusi might be up for an Emmy nomination! https://t.co/R00PvwRWKY #pearlthusi #KanyeWest #Rihanna #chrisexcel #Samke","0","0","0","1655898035000","22 Jun 2022","ESA_CelebNews/status/1539574062988632066","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","pearlthusi | KanyeWest | Rihanna | chrisexcel | Samke"
"@MbendeniZikhona","Zikhona Mbendeni","#Round2 #ChrisExcel got unlimited WiFi for this one. I’m here for it https://t.co/gtLk3UV0ej","0","0","0","1655917315000","22 Jun 2022","MbendeniZikhona/status/1539654930356633602","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","Round2 | ChrisExcel"
"@MUST_BE_KOKETSO","TheCloutChasser.ZA","You won a CASKET [PART 4!] PRANK on PARENTS⚰️😂😂😂 https://t.co/DYd5dYM6yj #iamRicky @iamRicky_rsa #RoadTo10K🤲🏽😩🔥🔥🔥 Please Like, Comment , SUSTRIBE & SHARE with your Friends .❤️ #Pitbull #sowetoshutdown #Zinhle #panyaza #kelvinmomo #nyaope #johannesburg #YouTubeSA https://t.co/f7KpdzpnfG","1","14","20","1655808899000","21 Jun 2022","MUST_BE_KOKETSO/status/1539200202137026560","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","iamRicky | RoadTo10K | Pitbull | sowetoshutdown | Zinhle | panyaza | kelvinmomo | nyaope | johannesburg | YouTubeSA"
"@ChapoteraKevin","SOROJENA (SJ)","#juliasmalema #Chrisexcel https://t.co/vC66ANoSsP","1","0","1","1655883736000","22 Jun 2022","ChapoteraKevin/status/1539514089470365697","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","juliasmalema | Chrisexcel"
"@18Stayela","STAYELA18","Twar round 2 Kanti ayipheli manje sizwa ney indaba esingaz funi…. Personal seng’zwele Cut… Cut.🎬 #samke #Azola #ChrisExcel","0","0","3","1655918091000","22 Jun 2022","18Stayela/status/1539658187032662016","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","samke | Azola | ChrisExcel"
"@1lufefe","Lufefe Njingolo ","Twar🔥 the catfish #ChrisExcel may have been exposed but he’s still undefeated https://t.co/PLlDu5mdbn","0","0","4","1655931899000","22 Jun 2022","1lufefe/status/1539716099385839617","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ChrisExcel"
"@JoyMathebula9","Joy Mathebula","One major benefit that the mask provided: no one noticed my lips moving when I spoke to myself in public. No one saw, mara manje amahlanya ayaphuma. No more laughing to my own jokes. #RIPmask #Masks #StateCaptureReport #chrisexcel https://t.co/OTlw23bY6j","1","0","1","1655967098000","23 Jun 2022","JoyMathebula9/status/1539863737150095360","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","RIPmask | Masks | StateCaptureReport | chrisexcel"
"@dontdoubturvibe","#DontDoubturVibe ⭐️🇿🇦⭐️ 💙","If someone posted my matric results & university records, along with ALL the crazy stuff I've done- I'll have nothing to worry about. Haha. Might even score followers. #Chrisexcel #samke","0","0","0","1655967337000","23 Jun 2022","dontdoubturvibe/status/1539864737932091392","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","Chrisexcel | samke"
"@ChrisExcel","Chris","Just approved ryobi proof - ryan","0","0","0","1236781253000","11 Mar 2009","ChrisExcel/status/1310727347","https://twitter.com/chrisExcel?lang=en",""
"@Diego23862434","Diego","Restaurant n fast food workers should cover their mouths with masks.Its good hygiene n should be standard practice. #ChrisExcel #masks #AceMagashule #PhalaPhalaFarmGate #BrianMolefe #Zuma #LindiweSisulu","1","2","11","1655970309000","23 Jun 2022","Diego23862434/status/1539877205374910464","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ChrisExcel | masks | AceMagashule | PhalaPhalaFarmGate | BrianMolefe | Zuma | LindiweSisulu"
"@jobsplanetSA","JobsplanetSA🇿🇦","#JobSeekersSA #Job #ChrisExcel VACANCY! VACANCY! VACANCY! VACANCY! https://t.co/n3WvI7IoEm","1","0","1","1655890186000","22 Jun 2022","jobsplanetSA/status/1539541143666442240","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","JobSeekersSA | Job | ChrisExcel"
